0.000000 ;0.001939 
0.015006 ;0.015016 
0.002359 ;0.002132 
0.005131 ;0.000055 
0.003974 ;0.002821 
0.003408 ;0.004308 
0.002960 ;0.001311 
0.002455 ;0.001879 
0.001926 ;0.002276 
0.002138 ;0.006304 
0.002200 ;0.000985 
0.003777 ;0.000216 
0.002905 ;0.005005 
0.002357 ;0.000805 
0.002072 ;0.000879 
0.003624 ;0.001095 
0.003032 ;0.002456 
0.002280 ;0.003207 
0.002773 ;0.001038 
0.002689 ;0.001736 
0.002103 ;0.000653 
0.002140 ;0.005383 
0.002173 ;0.001317 
0.001865 ;0.000175 
0.001824 ;0.002482 
0.001552 ;0.001313 
0.002109 ;0.001514 
0.001844 ;0.002138 
0.001667 ;0.000205 
0.001304 ;0.001348 
0.001626 ;0.000341 
0.001815 ;0.004264 
0.002078 ;0.001372 
0.001533 ;0.001708 
0.001912 ;0.001086 
0.001665 ;0.003050 
0.001742 ;0.000772 
0.001675 ;0.001389 
0.001492 ;0.000894 
0.001519 ;0.000633 
0.001829 ;0.003258 
0.001697 ;0.002027 
0.001738 ;0.000483 
0.001377 ;0.001989 
0.001360 ;0.002104 
0.001382 ;0.001064 
0.001504 ;0.003186 
0.001594 ;0.000920 
0.001485 ;0.000544 
0.001689 ;0.001347 
0.001284 ;0.000413 
0.001487 ;0.002737 
0.001481 ;0.001552 
0.001555 ;0.001341 
0.001413 ;0.001086 
0.001422 ;0.000571 
0.001607 ;0.000709 
0.001246 ;0.000415 
0.001145 ;0.000650 
0.001330 ;0.000384 
0.001537 ;0.001974 
0.001190 ;0.000451 
0.001335 ;0.000713 
0.001591 ;0.000406 
0.001369 ;0.000154 
0.001418 ;0.000325 
0.001235 ;0.001063 
0.001220 ;0.001940 
0.001213 ;0.000691 
0.001202 ;0.000811 
0.001163 ;0.002189 
0.001237 ;0.000976 
0.001251 ;0.002397 
0.001369 ;0.002009 
0.001190 ;0.000249 
0.001372 ;0.000436 
0.001402 ;0.000623 
0.001086 ;0.000052 
0.001091 ;0.002837 
0.001281 ;0.000956 
0.001176 ;0.000451 
0.001134 ;0.002828 
0.001146 ;0.000794 
0.001261 ;0.001379 
0.001071 ;0.002383 
0.001107 ;0.000270 
0.001086 ;0.000682 
0.000934 ;0.002359 
0.001053 ;0.001301 
0.001058 ;0.000904 
0.001132 ;0.001744 
0.000944 ;0.000441 
0.001110 ;0.000523 
0.000997 ;0.001190 
0.001031 ;0.000036 
0.001111 ;0.000973 
0.001120 ;0.000980 
0.001170 ;0.000019 
0.001062 ;0.001845 
0.000985 ;0.000303 
0.000972 ;0.000122 
0.001047 ;0.001052 
0.000930 ;0.000810 
0.000956 ;0.001452 
0.000977 ;0.001561 
0.001099 ;0.000929 
0.001132 ;0.000647 
0.001033 ;0.002049 
0.000997 ;0.000850 
0.000932 ;0.000163 
0.000943 ;0.000485 
0.001046 ;0.000090 
0.001051 ;0.000708 
0.000929 ;0.001222 
0.000880 ;0.001734 
0.000889 ;0.001110 
0.001006 ;0.001827 
0.000904 ;0.000584 
0.000985 ;0.000148 
0.000835 ;0.000788 
0.000993 ;0.000035 
0.000921 ;0.001208 
0.000930 ;0.000810 
0.000840 ;0.000713 
0.000890 ;0.000263 
0.000883 ;0.001095 
0.000903 ;0.000522 
0.000918 ;0.000375 
0.000917 ;0.000383 
0.000971 ;0.000322 
0.000973 ;0.001028 
0.000906 ;0.000848 
0.000970 ;0.000707 
0.000995 ;0.002061 
0.000952 ;0.000107 
0.000895 ;0.000049 
0.000849 ;0.000453 
0.000859 ;0.000712 
0.000947 ;0.000660 
0.000905 ;0.000533 
0.000793 ;0.000314 
0.000877 ;0.000231 
0.000863 ;0.001084 
0.000876 ;0.002123 
0.000887 ;0.000950 
0.000859 ;0.000826 
0.000791 ;0.001388 
0.000943 ;0.000146 
0.000908 ;0.000696 
0.000859 ;0.000631 
0.000824 ;0.000637 
0.000795 ;0.000217 
0.000850 ;0.001573 
0.000874 ;0.000352 
0.000729 ;0.000591 
0.000748 ;0.001097 
0.000936 ;0.000771 
0.000846 ;0.001570 
0.000769 ;0.000295 
0.000873 ;0.001415 
0.000801 ;0.001014 
0.000827 ;0.001287 
0.000755 ;0.000512 
0.000839 ;0.000013 
0.000777 ;0.000046 
0.000769 ;0.000422 
0.000837 ;0.000048 
0.000855 ;0.000518 
0.000696 ;0.000355 
0.000852 ;0.000428 
0.000823 ;0.000090 
0.000831 ;0.000183 
0.000754 ;0.000407 
0.000872 ;0.000481 
0.000820 ;0.000050 
0.000791 ;0.000432 
0.000793 ;0.000005 
0.000809 ;0.001821 
0.000723 ;0.000098 
0.000810 ;0.000006 
0.000851 ;0.000111 
0.000749 ;0.000350 
0.000841 ;0.001015 
0.000736 ;0.000045 
0.000791 ;0.000210 
0.000788 ;0.000262 
0.000795 ;0.000357 
0.000734 ;0.000726 
0.000772 ;0.000332 
0.000788 ;0.000249 
0.000728 ;0.000416 
0.000698 ;0.000630 
0.000812 ;0.001304 
0.000739 ;0.000206 
0.000796 ;0.000099 
0.000810 ;0.001851 
0.000779 ;0.000038 
0.000689 ;0.000074 
0.000697 ;0.000168 
0.000750 ;0.000873 
